qid,uid,label
2864:1,7846:1,
347:1,19396:1,
4059:1,21129:1,
208:1,15757:1,
1166:1,12947:1,
914:1,15453:1,
2732:1,32235:1,
1202:1,8254:1,
4816:1,10917:1,
360:1,8242:1,
243:1,20827:1,
1273:1,11554:1,
3188:1,18541:1,
1047:1,9158:1,
2287:1,15876:1,
546:1,7931:1,
311:1,8864:1,
330:1,15954:1,
5356:1,31336:1,
355:1,23523:1,
2891:1,10027:1,
5283:1,15780:1,
4014:1,8137:1,
4173:1,15657:1,
448:1,14452:1,
1005:1,14714:1,
1284:1,11096:1,
1146:1,18809:1,
716:1,9436:1,
83:1,11472:1,
96:1,10079:1,
410:1,8189:1,
331:1,25013:1,
444:1,10490:1,
1550:1,10009:1,
668:1,11599:1,
81:1,9009:1,
2344:1,9646:1,
5910:1,11862:1,
4757:1,22328:1,
627:1,11195:1,
884:1,15709:1,
1541:1,24299:1,
1515:1,12724:1,
6952:1,15247:1,
3432:1,25138:1,
595:1,12190:1,
2918:1,8837:1,
388:1,27681:1,
140:1,18224:1,
4428:1,12949:1,
1535:1,14389:1,
4842:1,8544:1,
1001:1,13815:1,
1156:1,11003:1,
3644:1,21363:1,
3953:1,19338:1,
2592:1,21611:1,
5863:1,8212:1,
560:1,15837:1,
148:1,12206:1,
410:1,12154:1,
3996:1,9568:1,
15:1,33097:1,
1550:1,19682:1,
190:1,9132:1,
1212:1,13868:1,
545:1,8773:1,
2996:1,12660:1,
282:1,9103:1,
3011:1,31055:1,
4983:1,9317:1,
4137:1,18307:1,
3131:1,26302:1,
1481:1,9717:1,
7172:1,23570:1,
2208:1,20411:1,
3931:1,33402:1,
3134:1,14438:1,
1349:1,35064:1,
1075:1,20054:1,
139:1,13572:1,
439:1,10240:1,
253:1,16135:1,
921:1,15402:1,
640:1,9467:1,
597:1,16980:1,
1033:1,31292:1,
141:1,9995:1,
479:1,17249:1,
4993:1,21342:1,
1192:1,17290:1,
597:1,32203:1,
7329:1,19772:1,
1391:1,7797:1,
523:1,21909:1,
1254:1,17449:1,
625:1,8652:1,
328:1,8388:1,
251:1,10083:1,
51:1,13312:1,
3584:1,8229:1,
2043:1,15761:1,
554:1,17011:1,
637:1,18895:1,
12:1,10992:1,
388:1,18268:1,
565:1,8718:1,
196:1,10641:1,
2333:1,18505:1,
4623:1,8595:1,
1324:1,32144:1,
2049:1,26689:1,
1351:1,9849:1,
3463:1,12719:1,
3252:1,19363:1,
373:1,10307:1,
52:1,11411:1,
716:1,17445:1,
81:1,8678:1,
4594:1,10632:1,
1098:1,9964:1,
1615:1,14224:1,
1951:1,35065:1,
4776:1,19521:1,
2818:1,11304:1,
1298:1,14111:1,
946:1,14808:1,
870:1,26308:1,
4402:1,23657:1,
5945:1,12215:1,
489:1,9273:1,
970:1,17870:1,
3503:1,14392:1,
86:1,16481:1,
3781:1,17878:1,
5038:1,16390:1,
2265:1,24980:1,
4620:1,26115:1,
258:1,11775:1,
191:1,9562:1,
63:1,16133:1,
2098:1,11937:1,
1404:1,11877:1,
1468:1,7907:1,
3565:1,17321:1,
907:1,11876:1,
1034:1,14643:1,
3149:1,18921:1,
157:1,35066:1,
169:1,35067:1,
1141:1,20381:1,
5097:1,13557:1,
2039:1,20923:1,
29:1,14961:1,
3964:1,12157:1,
35:1,35068:1,
322:1,15849:1,
796:1,26458:1,
1421:1,10293:1,
44:1,13596:1,
2401:1,14059:1,
390:1,11221:1,
1501:1,28767:1,
1567:1,8459:1,
295:1,15880:1,
1020:1,10402:1,
2504:1,18485:1,
391:1,23634:1,
2170:1,18372:1,
1355:1,14714:1,
2818:1,14767:1,
1037:1,10885:1,
2238:1,11046:1,
630:1,18536:1,
322:1,17255:1,
6051:1,30067:1,
1857:1,9657:1,
1865:1,28808:1,
2589:1,9565:1,
161:1,13657:1,
838:1,13025:1,
2870:1,22979:1,
1846:1,24131:1,
88:1,9627:1,
373:1,8416:1,
4959:1,10300:1,
3996:1,17591:1,
1194:1,11572:1,
1032:1,10398:1,
243:1,10156:1,
1660:1,33825:1,
130:1,14121:1,
14:1,8135:1,
69:1,11236:1,
206:1,17274:1,
164:1,13518:1,
572:1,8730:1,
4052:1,9176:1,
3114:1,9899:1,
4403:1,17726:1,
1160:1,14862:1,
599:1,11192:1,
4915:1,13541:1,
70:1,14883:1,
881:1,9047:1,
769:1,24797:1,
295:1,16062:1,
6228:1,19111:1,
1002:1,30374:1,
2795:1,9320:1,
177:1,8036:1,
3433:1,20605:1,
1954:1,18996:1,
199:1,9839:1,
314:1,25792:1,
3804:1,8706:1,
200:1,30176:1,
130:1,10761:1,
102:1,22953:1,
2591:1,18847:1,
1809:1,9181:1,
48:1,17940:1,
6133:1,14766:1,
202:1,27476:1,
6327:1,17397:1,
147:1,12897:1,
6054:1,22906:1,
6294:1,14489:1,
571:1,10424:1,
1068:1,17661:1,
19:1,9574:1,
131:1,18266:1,
3048:1,12718:1,
5410:1,10424:1,
431:1,16023:1,
574:1,16365:1,
3742:1,19531:1,
390:1,12710:1,
163:1,28503:1,
2614:1,18162:1,
6166:1,14314:1,
594:1,22337:1,
1496:1,10373:1,
6330:1,16369:1,
366:1,12217:1,
644:1,21897:1,
2176:1,12196:1,
673:1,31801:1,
448:1,18480:1,
733:1,11152:1,
185:1,14342:1,
1579:1,8229:1,
1425:1,35069:1,
2032:1,9603:1,
2325:1,11844:1,
294:1,12931:1,
571:1,19531:1,
292:1,7793:1,
800:1,19275:1,
393:1,15065:1,
288:1,14697:1,
225:1,25298:1,
5407:1,13148:1,
1674:1,10980:1,
5851:1,18541:1,
1220:1,27650:1,
202:1,15754:1,
5858:1,8714:1,
4897:1,28916:1,
3307:1,10978:1,
2507:1,7985:1,
993:1,20481:1,
2073:1,18404:1,
842:1,8832:1,
5011:1,8985:1,
604:1,11672:1,
2620:1,15704:1,
985:1,18130:1,
2679:1,17863:1,
2342:1,17022:1,
251:1,13757:1,
367:1,17132:1,
2161:1,23155:1,
19:1,29059:1,
1768:1,32242:1,
506:1,17388:1,
83:1,8690:1,
89:1,25816:1,
1929:1,17143:1,
24:1,23321:1,
390:1,17914:1,
3510:1,18609:1,
180:1,18110:1,
1056:1,22991:1,
2600:1,11098:1,
2787:1,23376:1,
545:1,9206:1,
392:1,13169:1,
130:1,8766:1,
2064:1,11611:1,
1001:1,19662:1,
1660:1,17814:1,
702:1,9149:1,
3634:1,24154:1,
3290:1,9393:1,
872:1,9353:1,
190:1,10889:1,
3755:1,35070:1,
481:1,12713:1,
309:1,31357:1,
1435:1,8885:1,
3032:1,35071:1,
352:1,27540:1,
3083:1,10025:1,
521:1,21362:1,
4986:1,20347:1,
831:1,8370:1,
1243:1,14868:1,
435:1,15893:1,
2706:1,10461:1,
508:1,12944:1,
481:1,14707:1,
6902:1,12455:1,
1216:1,10070:1,
520:1,16263:1,
383:1,12025:1,
1002:1,25851:1,
3771:1,11442:1,
756:1,10562:1,
1009:1,13618:1,
322:1,12151:1,
2714:1,28299:1,
489:1,12426:1,
2524:1,15894:1,
1330:1,20106:1,
708:1,10865:1,
128:1,17945:1,
555:1,14185:1,
883:1,20128:1,
294:1,8483:1,
411:1,7884:1,
3114:1,15181:1,
3:1,18224:1,
1081:1,11592:1,
48:1,22249:1,
3599:1,29247:1,
1688:1,9915:1,
6316:1,15623:1,
130:1,18955:1,
1009:1,12917:1,
91:1,8392:1,
4088:1,14514:1,
1204:1,8247:1,
744:1,27655:1,
2974:1,11097:1,
1033:1,9135:1,
6274:1,10284:1,
1989:1,10413:1,
362:1,17551:1,
5416:1,24973:1,
300:1,17484:1,
1258:1,22598:1,
8:1,32231:1,
2797:1,10259:1,
3043:1,29613:1,
4383:1,31577:1,
1995:1,12405:1,
1344:1,22633:1,
87:1,13508:1,
473:1,17049:1,
986:1,12513:1,
597:1,27813:1,
3866:1,10029:1,
556:1,16750:1,
243:1,19831:1,
103:1,26071:1,
3709:1,35072:1,
4045:1,8706:1,
2641:1,8842:1,
2352:1,9173:1,
1383:1,14883:1,
407:1,21806:1,
514:1,10949:1,
294:1,14180:1,
5221:1,19327:1,
1566:1,8566:1,
1056:1,15048:1,
1440:1,17536:1,
250:1,35073:1,
969:1,23388:1,
1049:1,10803:1,
1910:1,20737:1,
575:1,15427:1,
2885:1,13943:1,
836:1,32714:1,
1204:1,13425:1,
209:1,21783:1,
1304:1,16509:1,
1386:1,10949:1,
2622:1,20749:1,
5145:1,11201:1,
6281:1,11078:1,
1769:1,16724:1,
2891:1,13465:1,
4086:1,9146:1,
993:1,13055:1,
5706:1,13086:1,
209:1,18080:1,
1312:1,17411:1,
708:1,7797:1,
4317:1,23954:1,
806:1,21810:1,
358:1,23419:1,
439:1,10919:1,
2920:1,15764:1,
5910:1,12642:1,
149:1,9842:1,
5644:1,9693:1,
590:1,18275:1,
388:1,33697:1,
694:1,9005:1,
1391:1,8546:1,
467:1,12105:1,
1379:1,8179:1,
933:1,11003:1,
339:1,31187:1,
377:1,24163:1,
996:1,14070:1,
780:1,10255:1,
63:1,27581:1,
176:1,12705:1,
324:1,8178:1,
708:1,8604:1,
3044:1,20453:1,
154:1,15194:1,
1451:1,25177:1,
410:1,18831:1,
2840:1,8660:1,
1104:1,10995:1,
2400:1,10200:1,
3168:1,22037:1,
368:1,24485:1,
1995:1,11472:1,
1884:1,13467:1,
17:1,12027:1,
3438:1,30080:1,
1322:1,8305:1,
5805:1,8291:1,
1464:1,12453:1,
4983:1,23379:1,
71:1,9005:1,
5988:1,12807:1,
14:1,9423:1,
292:1,15973:1,
103:1,21642:1,
4948:1,17484:1,
34:1,35074:1,
5882:1,17110:1,
1097:1,14927:1,
836:1,33999:1,
130:1,12834:1,
81:1,17443:1,
1212:1,8692:1,
950:1,20166:1,
3201:1,9873:1,
4370:1,13708:1,
22:1,12133:1,
2409:1,13536:1,
3368:1,8917:1,
579:1,11207:1,
31:1,8243:1,
5004:1,12362:1,
294:1,29289:1,
1703:1,14832:1,
5893:1,35075:1,
780:1,16411:1,
3485:1,8229:1,
1497:1,12344:1,
2093:1,19925:1,
878:1,18504:1,
4053:1,9599:1,
2356:1,20900:1,
2093:1,9219:1,
141:1,8755:1,
209:1,22224:1,
549:1,12634:1,
102:1,20446:1,
668:1,15917:1,
702:1,16332:1,
3559:1,11020:1,
2620:1,9310:1,
932:1,26941:1,
425:1,12166:1,
525:1,9954:1,
1679:1,9979:1,
69:1,17135:1,
1851:1,10371:1,
6383:1,8841:1,
3490:1,11045:1,
1711:1,9445:1,
2362:1,9952:1,
851:1,11844:1,
2893:1,18000:1,
494:1,16763:1,
834:1,8206:1,
251:1,7822:1,
4615:1,7859:1,
560:1,12776:1,
2818:1,18024:1,
4765:1,12767:1,
672:1,13551:1,
1620:1,35076:1,
1220:1,18624:1,
131:1,10806:1,
91:1,23614:1,
2396:1,12190:1,
3429:1,12513:1,
1220:1,19340:1,
3103:1,17390:1,
4150:1,9819:1,
3178:1,8351:1,
2921:1,8663:1,
229:1,9018:1,
86:1,27255:1,
3370:1,8170:1,
227:1,20967:1,
5850:1,14572:1,
1853:1,9742:1,
4233:1,10330:1,
991:1,8879:1,
792:1,18171:1,
1292:1,10641:1,
292:1,21789:1,
1000:1,11708:1,
2614:1,8551:1,
1062:1,21464:1,
5827:1,23710:1,
748:1,26084:1,
3207:1,13788:1,
796:1,17192:1,
315:1,14896:1,
2546:1,18777:1,
1141:1,16571:1,
238:1,27791:1,
6071:1,35077:1,
349:1,11046:1,
4684:1,9989:1,
349:1,11789:1,
410:1,12710:1,
998:1,10619:1,
19:1,30859:1,
4173:1,20583:1,
142:1,13112:1,
292:1,8961:1,
2107:1,11329:1,
1693:1,19962:1,
3374:1,12441:1,
4994:1,10791:1,
169:1,17928:1,
412:1,8815:1,
2158:1,15261:1,
535:1,8297:1,
2656:1,12706:1,
3179:1,25282:1,
562:1,15065:1,
3038:1,26033:1,
17:1,11227:1,
47:1,11563:1,
1218:1,29077:1,
5461:1,18321:1,
559:1,14554:1,
1188:1,32620:1,
138:1,10915:1,
836:1,33348:1,
508:1,11983:1,
4726:1,25337:1,
2540:1,17852:1,
165:1,8532:1,
158:1,35078:1,
529:1,15994:1,
1901:1,24255:1,
6891:1,19772:1,
947:1,12209:1,
280:1,17293:1,
666:1,21040:1,
1825:1,18515:1,
5087:1,18386:1,
2285:1,16925:1,
287:1,12012:1,
140:1,12714:1,
2435:1,11854:1,
3194:1,9931:1,
3901:1,16871:1,
332:1,8305:1,
158:1,26750:1,
278:1,18907:1,
2329:1,10090:1,
2962:1,22748:1,
4207:1,8741:1,
529:1,9263:1,
737:1,17619:1,
364:1,10470:1,
1682:1,9178:1,
1846:1,21650:1,
690:1,7924:1,
1753:1,8998:1,
1033:1,28427:1,
130:1,13212:1,
1961:1,8706:1,
1487:1,8160:1,
2636:1,11716:1,
3048:1,13533:1,
2888:1,15191:1,
579:1,20534:1,
508:1,8147:1,
4785:1,10065:1,
349:1,9385:1,
2042:1,10774:1,
3182:1,12767:1,
2005:1,10113:1,
5143:1,15741:1,
62:1,7882:1,
3260:1,23219:1,
914:1,16367:1,
6222:1,11225:1,
31:1,10043:1,
1682:1,7897:1,
1786:1,17645:1,
110:1,13189:1,
3010:1,15595:1,
2296:1,21624:1,
5785:1,7980:1,
2684:1,17835:1,
671:1,8034:1,
494:1,23130:1,
840:1,10161:1,
410:1,13578:1,
3663:1,26405:1,
1731:1,9693:1,
1374:1,13230:1,
19:1,31892:1,
507:1,8424:1,
1142:1,7790:1,
6456:1,8332:1,
1007:1,18945:1,
142:1,18982:1,
1809:1,17394:1,
47:1,27384:1,
1478:1,35079:1,
656:1,9278:1,
834:1,15606:1,
3979:1,15585:1,
38:1,31423:1,
713:1,23530:1,
5779:1,23629:1,
4263:1,15009:1,
154:1,26505:1,
590:1,9662:1,
1365:1,28107:1,
176:1,11808:1,
251:1,8570:1,
2881:1,12923:1,
3579:1,15407:1,
103:1,23564:1,
209:1,30424:1,
3505:1,16904:1,
124:1,17591:1,
190:1,14184:1,
1377:1,25421:1,
176:1,10179:1,
913:1,12927:1,
499:1,16823:1,
2628:1,10422:1,
167:1,11009:1,
5130:1,15633:1,
47:1,10711:1,
2059:1,8220:1,
1748:1,26103:1,
672:1,24738:1,
1085:1,9117:1,
1313:1,19399:1,
6827:1,17327:1,
5119:1,21320:1,
839:1,35080:1,
5917:1,18243:1,
2651:1,9732:1,
5275:1,15269:1,
840:1,13718:1,
1924:1,13259:1,
5191:1,12270:1,
2723:1,26432:1,
455:1,19376:1,
2280:1,18602:1,
433:1,16367:1,
4392:1,14712:1,
2981:1,18995:1,
508:1,16285:1,
358:1,22774:1,
3266:1,11669:1,
498:1,8390:1,
1811:1,10265:1,
389:1,26216:1,
556:1,35081:1,
354:1,24948:1,
866:1,26844:1,
51:1,8013:1,
62:1,12978:1,
5510:1,18374:1,
157:1,20092:1,
3654:1,21120:1,
469:1,16377:1,
3104:1,11709:1,
632:1,18223:1,
4004:1,11862:1,
69:1,13141:1,
127:1,11174:1,
3217:1,15241:1,
945:1,12267:1,
4547:1,9710:1,
5129:1,16494:1,
3548:1,15393:1,
2111:1,19678:1,
2093:1,12105:1,
556:1,15644:1,
2989:1,11024:1,
1282:1,12598:1,
2005:1,8886:1,
4679:1,25271:1,
467:1,9300:1,
620:1,18424:1,
4201:1,16584:1,
873:1,19620:1,
3563:1,9122:1,
3432:1,16912:1,
5348:1,8900:1,
389:1,18674:1,
969:1,30569:1,
799:1,12213:1,
2273:1,9523:1,
2100:1,8227:1,
2411:1,8164:1,
1106:1,35082:1,
630:1,28063:1,
803:1,15409:1,
1433:1,12344:1,
6495:1,11147:1,
3648:1,11690:1,
4507:1,9488:1,
36:1,8527:1,
4126:1,12690:1,
622:1,8690:1,
3914:1,11373:1,
1010:1,9717:1,
1515:1,12276:1,
481:1,9296:1,
5390:1,12861:1,
3070:1,8931:1,
482:1,23498:1,
3312:1,15585:1,
627:1,14554:1,
1327:1,9257:1,
120:1,14792:1,
1248:1,11609:1,
82:1,32568:1,
835:1,10791:1,
435:1,22805:1,
296:1,16821:1,
1005:1,13848:1,
840:1,12033:1,
1951:1,16457:1,
6755:1,25738:1,
4085:1,13622:1,
2405:1,11386:1,
4072:1,26153:1,
1749:1,8456:1,
2229:1,21984:1,
141:1,12162:1,
1920:1,15389:1,
471:1,12899:1,
439:1,21312:1,
1627:1,18840:1,
196:1,8206:1,
6734:1,13805:1,
553:1,9328:1,
86:1,16334:1,
73:1,25029:1,
226:1,14596:1,
138:1,9269:1,
1361:1,33726:1,
2982:1,33690:1,
6543:1,22632:1,
45:1,13126:1,
1355:1,24244:1,
2211:1,22387:1,
2352:1,19577:1,
726:1,16106:1,
4030:1,19082:1,
141:1,8685:1,
3573:1,35083:1,
251:1,8662:1,
3320:1,9321:1,
2488:1,9879:1,
2965:1,9767:1,
1292:1,13982:1,
909:1,10734:1,
3686:1,11260:1,
311:1,26290:1,
6129:1,17981:1,
1986:1,20164:1,
4031:1,24253:1,
1556:1,12381:1,
1322:1,14598:1,
242:1,10161:1,
3463:1,24892:1,
7725:1,10436:1,
2181:1,13156:1,
520:1,11733:1,
590:1,10142:1,
2176:1,22548:1,
1083:1,13279:1,
626:1,13241:1,
647:1,12105:1,
393:1,15248:1,
5090:1,11373:1,
265:1,8565:1,
160:1,18591:1,
834:1,9132:1,
412:1,12056:1,
1134:1,10514:1,
274:1,9955:1,
1049:1,15248:1,
2282:1,9783:1,
65:1,28645:1,
1158:1,19603:1,
70:1,9575:1,
3690:1,16203:1,
344:1,18757:1,
131:1,9623:1,
1059:1,14515:1,
6:1,13495:1,
2195:1,8289:1,
1866:1,13798:1,
845:1,8856:1,
3790:1,10151:1,
1978:1,19394:1,
164:1,11480:1,
407:1,21930:1,
3219:1,17036:1,
213:1,11225:1,
59:1,20349:1,
5283:1,19873:1,
3557:1,13130:1,
6065:1,24903:1,
525:1,13346:1,
233:1,13045:1,
120:1,16759:1,
515:1,22680:1,
389:1,15577:1,
3512:1,11620:1,
1365:1,11244:1,
681:1,15198:1,
5311:1,16446:1,
866:1,23226:1,
590:1,22899:1,
392:1,7915:1,
2504:1,13978:1,
160:1,13546:1,
2528:1,8316:1,
1380:1,35084:1,
694:1,8692:1,
1143:1,11272:1,
58:1,27266:1,
1059:1,19527:1,
1011:1,14543:1,
4837:1,15265:1,
17:1,21040:1,
3579:1,8582:1,
872:1,17836:1,
599:1,13280:1,
411:1,18945:1,
3322:1,10070:1,
5315:1,15349:1,
704:1,13178:1,
3641:1,11589:1,
1791:1,12730:1,
3103:1,20550:1,
36:1,11231:1,
317:1,8671:1,
149:1,8993:1,
47:1,8822:1,
5811:1,10157:1,
1860:1,8442:1,
3218:1,15842:1,
1929:1,23583:1,
6380:1,13341:1,
625:1,10836:1,
63:1,9996:1,
6148:1,21149:1,
1628:1,35085:1,
2027:1,17731:1,
4180:1,35086:1,
3191:1,15454:1,
409:1,14409:1,
3547:1,9506:1,
694:1,9690:1,
1514:1,14112:1,
775:1,8459:1,
2137:1,12236:1,
731:1,18125:1,
5025:1,14173:1,
3960:1,14666:1,
4437:1,8216:1,
173:1,17103:1,
1009:1,8688:1,
1145:1,13167:1,
548:1,10299:1,
3410:1,14103:1,
37:1,10540:1,
985:1,27921:1,
1341:1,12125:1,
542:1,10473:1,
535:1,21773:1,
3662:1,11022:1,
31:1,9470:1,
4340:1,14385:1,
2230:1,23024:1,
438:1,14691:1,
19:1,8337:1,
4385:1,12993:1,
39:1,12045:1,
796:1,15228:1,
493:1,9753:1,
443:1,22608:1,
44:1,7831:1,
1111:1,7975:1,
354:1,11927:1,
2170:1,17985:1,
41:1,13495:1,
319:1,12341:1,
294:1,28099:1,
5360:1,12079:1,
597:1,8719:1,
3274:1,27470:1,
294:1,28725:1,
209:1,10441:1,
19:1,16374:1,
528:1,34391:1,
2149:1,14114:1,
180:1,14361:1,
1954:1,18894:1,
3941:1,17401:1,
337:1,8967:1,
319:1,15105:1,
209:1,12218:1,
1337:1,11176:1,
1431:1,27165:1,
1104:1,12579:1,
311:1,20381:1,
3983:1,29209:1,
2325:1,11737:1,
3458:1,13869:1,
2381:1,26031:1,
4406:1,8184:1,
814:1,8442:1,
262:1,35087:1,
6036:1,9103:1,
2019:1,11250:1,
1307:1,13727:1,
238:1,31200:1,
2519:1,15623:1,
4247:1,29727:1,
2327:1,8563:1,
1235:1,20988:1,
567:1,25428:1,
5032:1,8593:1,
149:1,8777:1,
10:1,8473:1,
5036:1,8729:1,
2107:1,19683:1,
504:1,7787:1,
1603:1,26405:1,
1066:1,15409:1,
730:1,18980:1,
279:1,17949:1,
6267:1,25571:1,
364:1,13287:1,
254:1,12393:1,
2856:1,13816:1,
6312:1,10333:1,
493:1,15188:1,
228:1,8203:1,
8:1,19522:1,
1156:1,8123:1,
3198:1,15325:1,
1696:1,14217:1,
292:1,24429:1,
508:1,16807:1,
2532:1,15296:1,
643:1,8023:1,
5239:1,10477:1,
289:1,20201:1,
287:1,11128:1,
393:1,8546:1,
75:1,13230:1,
2421:1,9114:1,
2008:1,10299:1,
427:1,11456:1,
3232:1,14668:1,
2242:1,10493:1,
3926:1,22834:1,
5133:1,25173:1,
7619:1,11149:1,
286:1,22691:1,
1355:1,12051:1,
53:1,27991:1,
2497:1,25107:1,
1036:1,12944:1,
3491:1,14426:1,
272:1,9286:1,
3157:1,15100:1,
294:1,14280:1,
3692:1,10075:1,
130:1,21224:1,
122:1,20739:1,
172:1,20462:1,
1881:1,11183:1,
834:1,8038:1,
1346:1,18717:1,
1805:1,9009:1,
3373:1,31515:1,
2631:1,26967:1,
1169:1,17329:1,
448:1,22924:1,
1486:1,13730:1,
2094:1,13414:1,
7427:1,30211:1,
862:1,20258:1,
2933:1,8552:1,
330:1,13725:1,
276:1,14794:1,
920:1,12212:1,
572:1,11824:1,
4402:1,15888:1,
4061:1,16734:1,
14:1,12713:1,
6128:1,15157:1,
46:1,13331:1,
1951:1,28612:1,
599:1,8385:1,
957:1,10077:1,
4316:1,10414:1,
4742:1,10826:1,
3396:1,24004:1,
3472:1,9730:1,
167:1,8229:1,
56:1,20101:1,
2953:1,17807:1,
1049:1,9645:1,
498:1,10189:1,
1149:1,12294:1,
779:1,13817:1,
58:1,9490:1,
2707:1,21986:1,
769:1,20284:1,
2032:1,13891:1,
5432:1,13262:1,
29:1,18812:1,
1391:1,15958:1,
4534:1,18556:1,
353:1,8679:1,
505:1,14437:1,
1138:1,20571:1,
146:1,15010:1,
1387:1,27914:1,
472:1,12664:1,
3249:1,9077:1,
2044:1,7789:1,
1132:1,11061:1,
3878:1,24019:1,
6090:1,11013:1,
2194:1,29402:1,
397:1,12845:1,
1033:1,28128:1,
4030:1,10954:1,
466:1,12714:1,
149:1,13482:1,
634:1,16621:1,
1543:1,12736:1,
483:1,16581:1,
6600:1,22756:1,
160:1,19806:1,
4563:1,28524:1,
218:1,16123:1,
4014:1,9372:1,
373:1,8933:1,
363:1,8534:1,
5612:1,10728:1,
1543:1,11192:1,
2826:1,11660:1,
5496:1,10541:1,
1654:1,8404:1,
460:1,11637:1,
7201:1,30583:1,
714:1,11350:1,
2011:1,10632:1,
887:1,19133:1,
19:1,18527:1,
1550:1,16976:1,
6872:1,20238:1,
3526:1,11568:1,
922:1,32941:1,
5925:1,13199:1,
5978:1,8557:1,
319:1,14844:1,
2701:1,25715:1,
3128:1,12841:1,
294:1,10230:1,
545:1,12093:1,
1038:1,8666:1,
1240:1,11490:1,
5193:1,26249:1,
1697:1,12687:1,
756:1,8644:1,
509:1,8702:1,
928:1,10424:1,
1225:1,21870:1,
4089:1,11038:1,
101:1,9575:1,
1206:1,8865:1,
1111:1,9067:1,
452:1,15664:1,
4429:1,24604:1,
17:1,10607:1,
4680:1,23458:1,
65:1,28152:1,
1712:1,24000:1,
1648:1,21195:1,
4529:1,16315:1,
412:1,11793:1,
3439:1,13804:1,
1005:1,17845:1,
1004:1,13861:1,
5002:1,27234:1,
4624:1,28082:1,
300:1,12555:1,
2796:1,20563:1,
5527:1,17194:1,
440:1,9253:1,
3254:1,9045:1,
190:1,10504:1,
872:1,14056:1,
1000:1,10218:1,
5562:1,12198:1,
399:1,15702:1,
3683:1,13850:1,
5298:1,12618:1,
1279:1,8212:1,
1033:1,12805:1,
1710:1,11587:1,
2465:1,15765:1,
248:1,9251:1,
160:1,13349:1,
11:1,15555:1,
1828:1,14905:1,
529:1,19047:1,
4220:1,14217:1,
2404:1,27599:1,
19:1,27847:1,
2184:1,24380:1,
294:1,13994:1,
2076:1,14145:1,
930:1,8515:1,
1779:1,18612:1,
1997:1,8692:1,
508:1,11509:1,
533:1,9885:1,
38:1,31182:1,
3181:1,35088:1,
166:1,15124:1,
5683:1,8141:1,
1169:1,7889:1,
253:1,26642:1,
1892:1,8131:1,
933:1,13514:1,
1222:1,13733:1,
580:1,14280:1,
149:1,15209:1,
1612:1,13659:1,
3986:1,31458:1,
508:1,10009:1,
5276:1,31409:1,
1083:1,15546:1,
1098:1,23211:1,
4394:1,19607:1,
1743:1,35089:1,
78:1,26421:1,
389:1,28638:1,
432:1,14025:1,
1146:1,8669:1,
1193:1,14445:1,
1630:1,23418:1,
2170:1,10750:1,
81:1,19284:1,
2249:1,10944:1,
546:1,11988:1,
392:1,13025:1,
5195:1,20353:1,
809:1,25710:1,
305:1,19492:1,
554:1,10132:1,
40:1,12539:1,
4544:1,10291:1,
3446:1,35090:1,
6353:1,16632:1,
1689:1,8728:1,
2457:1,35091:1,
434:1,11775:1,
2273:1,14611:1,
8:1,10169:1,
2881:1,22358:1,
5522:1,9506:1,
2122:1,10785:1,
8:1,25216:1,
1286:1,11917:1,
2851:1,7915:1,
762:1,13815:1,
765:1,18492:1,
4253:1,8413:1,
1851:1,8781:1,
690:1,8072:1,
3593:1,11446:1,
3196:1,24877:1,
2309:1,32605:1,
7318:1,11283:1,
11:1,11914:1,
5672:1,11302:1,
990:1,35073:1,
993:1,26572:1,
1016:1,9234:1,
5596:1,17002:1,
1212:1,12897:1,
2554:1,15117:1,
322:1,14920:1,
489:1,9801:1,
4338:1,13816:1,
3610:1,11812:1,
294:1,11477:1,
497:1,13603:1,
6463:1,14061:1,
389:1,35092:1,
1767:1,9451:1,
309:1,35093:1,
161:1,10470:1,
1236:1,10229:1,
4451:1,15917:1,
458:1,29596:1,
1022:1,13767:1,
460:1,18308:1,
3293:1,14239:1,
296:1,18945:1,
278:1,29065:1,
96:1,15314:1,
666:1,14027:1,
1205:1,12487:1,
1435:1,8013:1,
410:1,9463:1,
50:1,31720:1,
110:1,13558:1,
614:1,18678:1,
2721:1,10142:1,
1680:1,14643:1,
900:1,34917:1,
2596:1,8422:1,
1442:1,26302:1,
2444:1,14752:1,
4455:1,16168:1,
264:1,12446:1,
1383:1,16144:1,
6636:1,17135:1,
6802:1,22723:1,
7543:1,12896:1,
3261:1,9232:1,
1532:1,11916:1,
546:1,14341:1,
141:1,10269:1,
411:1,10667:1,
1036:1,10913:1,
1846:1,8610:1,
975:1,10293:1,
681:1,11116:1,
2845:1,7881:1,
292:1,19075:1,
2493:1,35094:1,
1606:1,18340:1,
832:1,24341:1,
2702:1,8098:1,
1997:1,15040:1,
517:1,11680:1,
2789:1,16743:1,
460:1,16750:1,
433:1,10918:1,
3233:1,10302:1,
410:1,13490:1,
560:1,25331:1,
2738:1,11384:1,
4764:1,28614:1,
147:1,21718:1,
1865:1,10113:1,
1847:1,8934:1,
3262:1,8276:1,
2413:1,10481:1,
315:1,8223:1,
1449:1,7873:1,
5414:1,16596:1,
1000:1,13346:1,
389:1,31646:1,
7410:1,30462:1,
2372:1,16520:1,
5122:1,8146:1,
2438:1,13910:1,
1296:1,11102:1,
4840:1,10284:1,
2826:1,18194:1,
3065:1,9742:1,
191:1,20101:1,
